chemin,class,methode,methode_LOC,methode_CLOC,methode_DC,CC,methode_BC,,
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,"{}:_{1},_{3},,,NaN,,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,StandardXYZToolTipGenerator,8,,.,1,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,StandardXYZToolTipGenerator_String_NumberFormat_NumberFormat_NumberFormat,,,NaN,,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,StandardXYZToolTipGenerator_String_DateFormat_DateFormat_DateFormat,,,NaN,,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,getZFormat,3,,.,1,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,getZDateFormat,3,,.,1,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,generateToolTip_XYZDataset_int_int,3,,.,1,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,generateLabelString_XYDataset_int_int,6,,.,1,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,createItemArray_XYZDataset_int_int,,,NaN,,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,equals_Object,19,,.,6,.
javaProjects\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,hashCode,6,,.,1,.
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,generateToolTip_XYDataset_int_int,25,,.,6,.
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,generateLabel_XYDataset_int_int,4,1,.25,1,.25
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,round_double_int,8,,.,2,.
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,clone,3,,.,1,.
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,equals_Object,9,,.,3,.
javaProjects\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,hashCode,4,,.,1,.
javaProjects\chart\labels\XYItemLabelGenerator.java,XYItemLabelGenerator,generateLabel_XYDataset_int_int,1,,.,1,.
javaProjects\chart\labels\XYSeriesLabelGenerator.java,XYSeriesLabelGenerator,generateLabel_XYDataset_int,1,,.,1,.
javaProjects\chart\labels\XYToolTipGenerator.java,XYToolTipGenerator,generateToolTip_XYDataset_int_int,1,,.,1,.
javaProjects\chart\labels\XYZToolTipGenerator.java,XYZToolTipGenerator,generateToolTip_XYZDataset_int_int,1,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,Line2D.Float,1,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,BasicStroke,1,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String_Paint,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String_String_String_String_shape,_fillPaint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String_String_String_String_Shape_Paint_Stroke_outlinePaint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String_String_String_String_Shape_Stroke_Paint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_String_String_String_String_shapeVisible,_shape,boolean_Paint_shapeOutlineVisible,_outlinePaint,Stroke_lineVisible,_line,Stroke_Paint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_AttributedString_String_String_String_shape,_fillPaint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_AttributedString_String_String_String_shape,_fillPaint,Stroke_Paint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_AttributedString_String_String_String_line,_lineStroke,_linePaint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,LegendItem_AttributedString_String_String_String_shapeVisible,_shape,boolean_Paint_shapeOutlineVisible,_outlinePaint,Stroke_lineVisible,_line,_lineStroke,Paint,,,NaN,,.
javaProjects\chart\LegendItem.java,LegendItem,characterIteratorToString_CharacterIterator,17,,.,3,.
javaProjects\chart\LegendItem.java,LegendItem,getDataset,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setDataset_Dataset,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getDatasetIndex,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setDatasetIndex_int,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getSeriesKey,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setSeriesKey_Comparable,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getSeriesIndex,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setSeriesIndex_int,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLabel,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLabelFont,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLabelFont_Font,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLabelPaint,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLabelPaint_Paint,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getAttributedLabel,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getDescription,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setDescription_String,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getToolTipText,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setToolTipText_String,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getURLText,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setURLText_String,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,isShapeVisible,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setShapeVisible_boolean,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getShape,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setShape_Shape,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,isShapeFilled,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getFillPaint,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setFillPaint_Paint,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,isShapeOutlineVisible,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLineStroke,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLineStroke_Stroke,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLinePaint,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLinePaint_Paint,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getOutlinePaint,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setOutlinePaint_Paint,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getOutlineStroke,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setOutlineStroke_Stroke,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,isLineVisible,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLineVisible_boolean,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getLine,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setLine_Shape,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,getFillPaintTransformer,3,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,setFillPaintTransformer_GradientPaintTransformer,4,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,equals_Object,68,,.,22,.
javaProjects\chart\LegendItem.java,LegendItem,hashCode,1,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,clone,16,1,.625,4,.15625
javaProjects\chart\LegendItem.java,LegendItem,writeObject_ObjectOutputStream,12,,.,1,.
javaProjects\chart\LegendItem.java,LegendItem,readObject_ObjectInputStream,1,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,LegendItemCollection,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,add_LegendItem,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,addAll_LegendItemCollection,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,get_int,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,getItemCount,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,iterator,3,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,equals_Object,13,,.,4,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,hashCode,5,,.,1,.
javaProjects\chart\LegendItemCollection.java,LegendItemCollection,clone,5,,.,1,.
javaProjects\chart\LegendItemSource.java,LegendItemSource,getLegendItems,1,,.,1,.
javaProjects\chart\MouseWheelHandler.java,MouseWheelHandler,MouseWheelHandler_ChartPanel,5,,.,1,.
javaProjects\chart\MouseWheelHandler.java,MouseWheelHandler,getZoomFactor,3,,.,1,.
javaProjects\chart\MouseWheelHandler.java,MouseWheelHandler,setZoomFactor_double,3,,.,1,.
javaProjects\chart\MouseWheelHandler.java,MouseWheelHandler,mouseWheelMoved_MouseWheelEvent,15,,.,4,.
javaProjects\chart\MouseWheelHandler.java,MouseWheelHandler,handleZoomable_Zoomable_MouseWheelEvent,28,3,.1714286,6,.17857144
javaProjects\chart\needle\ArrowNeedle.java,ArrowNeedle,ArrowNeedle_boolean,3,,.,1,.
javaProjects\chart\needle\ArrowNeedle.java,ArrowNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\ArrowNeedle.java,ArrowNeedle,equals_Object,16,,.,5,.
javaProjects\chart\needle\ArrowNeedle.java,ArrowNeedle,hashCode,5,,.,1,.
javaProjects\chart\needle\ArrowNeedle.java,ArrowNeedle,clone,3,,.,1,.
javaProjects\chart\needle\LineNeedle.java,LineNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\LineNeedle.java,LineNeedle,equals_Object,9,,.,3,.
javaProjects\chart\needle\LineNeedle.java,LineNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\LineNeedle.java,LineNeedle,clone,3,,.,1,.
javaProjects\chart\needle\LongNeedle.java,LongNeedle,LongNeedle,4,,.,1,.
javaProjects\chart\needle\LongNeedle.java,LongNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\LongNeedle.java,LongNeedle,equals_Object,9,,.,3,.
javaProjects\chart\needle\LongNeedle.java,LongNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\LongNeedle.java,LongNeedle,clone,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,protected,,,NaN,,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,BasicStroke,1,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,AffineTransform,1,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,MeterNeedle,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,MeterNeedle_Paint_Paint_Paint,5,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getOutlinePaint,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setOutlinePaint_Paint,5,,.,2,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getOutlineStroke,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setOutlineStroke_Stroke,5,,.,2,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getFillPaint,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setFillPaint_Paint,5,,.,2,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getHighlightPaint,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setHighlightPaint_Paint,5,,.,2,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getRotateX,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setRotateX_double,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setRotateY_double,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getRotateY,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,draw_Graphics2D_Rectangle2D,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,draw_Graphics2D_Rectangle2D_double,6,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,draw_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,defaultDisplay_Graphics2D_Shape,11,,.,3,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getSize,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,setSize_int,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,getTransform,3,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,equals_Object,31,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,hashCode,1,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,writeObject_ObjectOutputStream,7,,.,1,.
javaProjects\chart\needle\MeterNeedle.java,MeterNeedle,readObject_ObjectInputStream,1,,.,1,.
javaProjects\chart\needle\MiddlePinNeedle.java,MiddlePinNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\MiddlePinNeedle.java,MiddlePinNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\MiddlePinNeedle.java,MiddlePinNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\MiddlePinNeedle.java,MiddlePinNeedle,clone,3,,.,1,.
javaProjects\chart\needle\PinNeedle.java,PinNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\PinNeedle.java,PinNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\PinNeedle.java,PinNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\PinNeedle.java,PinNeedle,clone,3,,.,1,.
javaProjects\chart\needle\PlumNeedle.java,PlumNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\PlumNeedle.java,PlumNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\PlumNeedle.java,PlumNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\PlumNeedle.java,PlumNeedle,clone,3,,.,1,.
javaProjects\chart\needle\PointerNeedle.java,PointerNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\PointerNeedle.java,PointerNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\PointerNeedle.java,PointerNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\PointerNeedle.java,PointerNeedle,clone,3,,.,1,.
javaProjects\chart\needle\ShipNeedle.java,ShipNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\ShipNeedle.java,ShipNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\ShipNeedle.java,ShipNeedle,hashCode,3,,.,1,.
javaProjects\chart\needle\ShipNeedle.java,ShipNeedle,clone,3,,.,1,.
javaProjects\chart\needle\WindNeedle.java,WindNeedle,WindNeedle,4,1,.25,1,.25
javaProjects\chart\needle\WindNeedle.java,WindNeedle,drawNeedle_Graphics2D_Rectangle2D_Point2D_double,,,NaN,,.
javaProjects\chart\needle\WindNeedle.java,WindNeedle,equals_Object,12,,.,4,.
javaProjects\chart\needle\WindNeedle.java,WindNeedle,hashCode,3,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,PaintMap,3,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,getPaint_K,4,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,containsKey_K,3,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,put_K_Paint,4,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,clear,3,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,equals_Object,23,,.,6,.
javaProjects\chart\PaintMap.java,PaintMap<K,hashCode,5,,.,1,.
javaProjects\chart\PaintMap.java,PaintMap<K,clone,1,2,.2,1,.2
javaProjects\chart\PaintMap.java,PaintMap<K,writeObject_ObjectOutputStream,12,,.,2,.
javaProjects\chart\PaintMap.java,PaintMap<K,readObject_ObjectInputStream,1,,.,1,.
javaProjects\chart\panel\AbstractOverlay.java,AbstractOverlay,AbstractOverlay,3,,.,1,.
javaProjects\chart\panel\AbstractOverlay.java,AbstractOverlay,addChangeListener_OverlayChangeListener,4,,.,1,.
javaProjects\chart\panel\AbstractOverlay.java,AbstractOverlay,removeChangeListener_OverlayChangeListener,4,,.,1,.
javaProjects\chart\panel\AbstractOverlay.java,AbstractOverlay,fireOverlayChanged,4,,.,1,.
javaProjects\chart\panel\AbstractOverlay.java,AbstractOverlay,notifyListeners_OverlayChangeEvent,9,,.,2,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,CrosshairOverlay,5,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,addDomainCrosshair_Crosshair,6,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,removeDomainCrosshair_Crosshair,7,,.,2,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,clearDomainCrosshairs,11,1,.9999,2,.45454547
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,getDomainCrosshairs,3,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,addRangeCrosshair_Crosshair,6,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,removeRangeCrosshair_Crosshair,7,,.,2,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,clearRangeCrosshairs,11,1,.9999,2,.45454547
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,getRangeCrosshairs,3,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,propertyChange_PropertyChangeEvent,3,,.,1,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,paintOverlay_Graphics2D_ChartPanel,36,,.,7,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,drawHorizontalCrosshair_Graphics2D_Rectangle2D_double_Crosshair,,,NaN,,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,drawVerticalCrosshair_Graphics2D_Rectangle2D_double_Crosshair,,,NaN,,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,calculateLabelPoint_Line2D_RectangleAnchor_double_double,,,NaN,,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,textAlignPtForLabelAnchorV_RectangleAnchor,28,,.,9,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,textAlignPtForLabelAnchorH_RectangleAnchor,28,,.,9,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,flipAnchorH_RectangleAnchor,22,,.,7,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,flipAnchorV_RectangleAnchor,22,,.,7,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,equals_Object,16,,.,5,.
javaProjects\chart\panel\CrosshairOverlay.java,CrosshairOverlay,clone,6,,.,1,.
javaProjects\chart\panel\Overlay.java,Overlay,paintOverlay_Graphics2D_ChartPanel,1,,.,1,.
javaProjects\chart\panel\Overlay.java,Overlay,addChangeListener_OverlayChangeListener,1,,.,1,.
javaProjects\chart\panel\Overlay.java,Overlay,removeChangeListener_OverlayChangeListener,1,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,AbstractPieLabelDistributor,3,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,getPieLabelRecord_int,3,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,addPieLabelRecord_PieLabelRecord,4,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,getItemCount,3,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,clear,3,,.,1,.
javaProjects\chart\plot\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,distributeLabels_double_double,1,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,CategoryCrosshairState,4,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,getRowKey,3,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,setRowKey_R,3,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,getColumnKey,3,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,setColumnKey_C,3,,.,1,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,updateCrosshairPoint_R_C_double_int_double_double_orientation,,,NaN,,.
javaProjects\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R,updateCrosshairX_R_C_int_double_PlotOrientation,,,NaN,,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,CategoryMarker_Comparable<?>,3,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,CategoryMarker_Comparable<?>_Paint_Stroke,3,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,CategoryMarker_Comparable<?>_Paint_Stroke_Paint_Stroke_alpha,,,NaN,,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,getKey,3,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,setKey_Comparable<?>,5,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,getDrawAsLine,3,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,setDrawAsLine_boolean,4,,.,1,.
javaProjects\chart\plot\CategoryMarker.java,CategoryMarker,equals_Object,19,,.,6,.
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,BasicStroke_.5f,_BasicStroke.JOIN_BEVEL,_new_2.f},,,,NaN,,.
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,Font_SansSerif""",_1,,,NaN,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,CategoryPlot,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,CategoryPlot_CategoryDataset<R,_dataset,_domainAxis,_rangeAxis,_renderer,,,NaN
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getPlotType,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getOrientation,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setOrientation_PlotOrientation,5,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getAxisOffset,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setAxisOffset_RectangleInsets,5,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxis_int,12,,,3,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxis_CategoryAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxis_int_CategoryAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxis_int_CategoryAxis_boolean,17,,,5,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxes_CategoryAxis[],6,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisIndex_CategoryAxis,9,,,2,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisLocation,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisLocation_int,7,,,2,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxisLocation_AxisLocation,5,1,0.2,1,0.2,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxisLocation_AxisLocation_boolean,5,1,0.2,1,0.2,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxisLocation_int_AxisLocation,5,1,0.2,1,0.2,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setDomainAxisLocation_int_AxisLocation_boolean,,,NaN,,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisEdge,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisEdge_int,1,,,3,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getDomainAxisCount,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,clearDomainAxes,9,,,2,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,configureDomainAxes,7,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxis_int,12,,,3,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxis_ValueAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxis_int_ValueAxis,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxis_int_ValueAxis_boolean,17,,,5,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxes_ValueAxis[],6,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxisIndex_ValueAxis,14,1,0.71428575,3,0.2389524,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,findRangeAxisIndex_ValueAxis,8,,,2,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxisLocation,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxisLocation_int,7,,,2,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxisLocation_AxisLocation,5,1,0.2,1,0.2,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxisLocation_AxisLocation_boolean,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxisLocation_int_AxisLocation,3,,,1,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,setRangeAxisLocation_int_AxisLocation_boolean,,,NaN,,,,
javaProjects\chart\plot\CategoryPlot.java,CategoryPlot<R,getRangeAxisEdge,3,,,1,,,
